data,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12
0,0.207491490669,-0.931337248737,-0.299262778199,0.133542206938,-0.696655650939,-0.704866925725,-0.0523188276995,0.981281500667,-0.185335794482,-0.0657177857339,0.736801774503,-0.672907361921
0,0.135548841505,-0.90185268221,-0.410229510344,0.108356737928,-0.721214341768,-0.684184690398,-0.0967678663775,0.950453974366,-0.295420416778,-0.0733653282119,0.754325403633,-0.652388468667
0,0.0820269649169,-0.879758731625,-0.468290669517,0.0460712437779,-0.735657617478,-0.675784958655,-0.153226702198,0.92503165576,-0.347617625525,-0.121664900735,0.73892186898,-0.662715718443
0,0.0469496146715,-0.877841444391,-0.476644660299,0.0161711809979,-0.726888605602,-0.686564962659,-0.17433011036,0.911722071847,-0.371983704387,-0.140758691582,0.717221999217,-0.682480471943
0,0.0275650193068,-0.884418803376,-0.465879329812,0.00251056216691,-0.729716274807,-0.683745460943,-0.186241016571,0.911763586141,-0.366062080437,-0.149621287331,0.718132257833,-0.679631908195
0,0.0102567100302,-0.89618194349,-0.443568172959,-0.00225951312001,-0.740788043668,-0.671735043718,-0.190028837553,0.914421338597,-0.357383066775,-0.159744356794,0.721002439811,-0.674267915786
0,0.0204216196946,-0.902244116565,-0.430741815446,0.0071413806899,-0.742211569502,-0.670127589925,-0.192412281734,0.909626825528,-0.368180053937,-0.15264464751,0.719062372221,-0.677974126677
0,0.0251219954986,-0.899689526813,-0.435806884623,0.0250506359282,-0.739924230709,-0.672223622353,-0.178280843983,0.908116881561,-0.378866295799,-0.126896793349,0.719492215073,-0.682809018897
0,0.0283614669176,-0.894066097496,-0.447036285443,0.0157789626777,-0.727927179548,-0.685472862783,-0.18526507524,0.901030577288,-0.392199886141,-0.119972776677,0.710592860515,-0.693299588519
0,0.0199216415535,-0.88899351986,-0.457486229132,0.0235500483224,-0.721808778178,-0.691691754301,-0.18557532843,0.889052225542,-0.418506795329,-0.0813802918402,0.703993889331,-0.705528065979
0,0.0215141783186,-0.887057919164,-0.461156576642,0.0306468683718,-0.712779558329,-0.700718253428,-0.178520348411,0.88956454444,-0.420482349783,-0.0656786944627,0.70051383876,-0.710610069447
0,0.0295263454528,-0.88911164059,-0.456736998164,0.0483608800319,-0.71487011873,-0.697582925988,-0.192049825005,0.889412294459,-0.414804333608,-0.0598386743965,0.697715983778,-0.713870954044
0,0.0315277717863,-0.89227820633,-0.450383838646,0.0505910319299,-0.732068441667,-0.679349942374,-0.221842406604,0.890232280856,-0.39783468018,-0.0640097304615,0.704449984674,-0.706861353802
0,-0.00270589377213,-0.901963713768,-0.431803354762,0.0187511973257,-0.759669508657,-0.650038945153,-0.258745958552,0.874744407314,-0.409722773111,-0.0979400412835,0.677809656216,-0.728684992472
0,-0.00913429278734,-0.89981293642,-0.436180288582,0.0076387738008,-0.74732831197,-0.664411049925,-0.280880299746,0.859082266094,-0.427883064981,-0.109806097483,0.651347464854,-0.75079231548
0,-0.00356633540403,-0.902752266143,-0.430146053364,0.0131874273483,-0.745689303786,-0.666163308791,-0.292626214112,0.857679216282,-0.422795767211,-0.103231901866,0.650231053358,-0.752690342495
0,-0.00625502932945,-0.901171720007,-0.433417126643,0.00809267147121,-0.74108198389,-0.671365773496,-0.319728150776,0.84974262095,-0.419179421897,-0.122030893377,0.647034110124,-0.752632261731
0,-0.0123250778191,-0.903251331463,-0.428934872292,0.00543707703299,-0.741642170396,-0.670773679629,-0.332070749919,0.845399192399,-0.418364939424,-0.136191188319,0.637365706845,-0.758430561068
0,-0.0227369283032,-0.904851820237,-0.425119060389,-0.000911930269404,-0.742550260487,-0.669789727477,-0.337717891169,0.840181323322,-0.42431352786,-0.137783072655,0.628667163015,-0.765371428156
0,-0.0293436646391,-0.906203975364,-0.4218214129,-0.00645369108287,-0.743201614788,-0.669036403829,-0.340897490993,0.842128228055,-0.417862355504,-0.139633391657,0.64099188761,-0.754739634545
0,-0.0369033335464,-0.906508810059,-0.420570946761,-0.0127039771882,-0.73943203911,-0.673111334402,-0.343166987551,0.84877109539,-0.402273596307,-0.139439143031,0.645787670373,-0.750676368474
0,-0.0361295113615,-0.899177727936,-0.436089522911,-0.0192530301887,-0.727067786489,-0.686295675841,-0.343588766887,0.849364652485,-0.400657517562,-0.15614355147,0.637864456078,-0.754153914667
0,-0.0352860554681,-0.896850413638,-0.44092429038,-0.0127024484952,-0.722693646003,-0.691051764941,-0.343517055124,0.85110161344,-0.397016468725,-0.164876839038,0.639120912404,-0.751225723253
0,-0.0339608853359,-0.905329211036,-0.423350537868,-0.0100319751502,-0.741430208144,-0.670954995455,-0.352869741875,0.845886065169,-0.399949634357,-0.17635956093,0.644402735215,-0.744071515458
0,-0.0133216017168,-0.909413188751,-0.415680390508,0.0105274628826,-0.745829933332,-0.666053213393,-0.349015224091,0.851171424062,-0.392040278814,-0.17313449714,0.658113064142,-0.732742547356
0,-0.00366496595444,-0.906836450472,-0.421466748535,0.0203280775093,-0.739742240062,-0.672583219782,-0.345926154167,0.853074141645,-0.390639993754,-0.175929395649,0.660702288302,-0.729740593622
0,-0.00953468271546,-0.911620438537,-0.410922457243,0.0108564746413,-0.747839747652,-0.663790515743,-0.350123060883,0.849773268754,-0.394080237959,-0.188097898876,0.655637472348,-0.731271963972
0,-0.0113798218111,-0.909504470247,-0.415538347515,0.00850837568898,-0.742001222993,-0.670344532774,-0.359287316696,0.845045830126,-0.395992637619,-0.188010456635,0.650982851535,-0.735440952901
0,-0.0100686954942,-0.908999807872,-0.416674898043,0.00694666931773,-0.743195519653,-0.669038237587,-0.355160072549,0.846827495077,-0.395909732703,-0.191151731431,0.643943074527,-0.740809241532
0,-0.00426739250457,-0.907181334286,-0.420718214587,0.0138585770385,-0.741081740068,-0.671271773859,-0.350665788824,0.848113235423,-0.397161735881,-0.18637904759,0.642953960492,-0.742881589022
0,0.00507124431847,-0.905171349153,-0.425016601032,0.0266056166535,-0.741688733874,-0.67021635552,-0.346713415868,0.847584664896,-0.4017337963,-0.183087618333,0.650008892035,-0.737541432252
0,0.0113010181524,-0.905670157829,-0.423832339736,0.0433952770532,-0.754251769272,-0.655149691657,-0.349680490347,0.844535958267,-0.405564507649,-0.18151922789,0.647463082249,-0.74016371637
0,0.0210733297865,-0.905671217177,-0.42345668155,0.0641420949468,-0.750605360695,-0.657630127162,-0.345677584612,0.833961157354,-0.430134624882,-0.163185304777,0.635358412537,-0.754778274676
0,0.0463630310072,-0.901012399932,-0.431308618654,0.0791976031008,-0.740486626041,-0.667388414882,-0.320696738098,0.830516996926,-0.455406543641,-0.128402480309,0.624465211304,-0.77042585816
0,0.0428854748602,-0.895798691941,-0.442386188259,0.0647382665363,-0.731205239455,-0.679078680743,-0.315660040003,0.819671236267,-0.478014438675,-0.123257275971,0.605897156109,-0.785936562414
0,0.0395102763259,-0.895315312325,-0.443677168198,0.0564261342143,-0.732450690468,-0.678477764861,-0.331202416843,0.823851331859,-0.459971675292,-0.144565110622,0.640561140847,-0.754176606391
0,0.0363660548017,-0.89265093098,-0.449279228853,0.0386280514971,-0.722193990874,-0.690611115739,-0.341179994777,0.817200698672,-0.464520429319,-0.178428377956,0.632957282487,-0.753344803186
0,0.0166498910919,-0.880725704248,-0.473333936035,0.0351569956892,-0.711107215011,-0.702204040443,-0.328103603533,0.814204659833,-0.478976823295,-0.202563546185,0.613773077055,-0.763053484127
0,0.0274425270182,-0.873005540142,-0.48693760852,0.0451599997459,-0.701983739428,-0.710759737184,-0.309165258653,0.806196948374,-0.504443577891,-0.196644032742,0.595459024783,-0.778947799401
0,0.0483747576591,-0.864225687868,-0.500773245341,0.059132681729,-0.693104656431,-0.718407447891,-0.279349450446,0.811009922113,-0.514029951237,-0.171988246127,0.598405490218,-0.782515758609
0,0.0579097848014,-0.85315590149,-0.518431735696,0.0688558174603,-0.67858691613,-0.731285630694,-0.261791196631,0.815648922998,-0.515928487078,-0.153453554448,0.609551842157,-0.777752247409
0,0.0403124898239,-0.847693026883,-0.528953150419,0.0492567182762,-0.664712065526,-0.745474107967,-0.271129638483,0.811288049192,-0.517977239243,-0.168887799417,0.608484635108,-0.775385942641
0,0.0374709863428,-0.843047410329,-0.536532374718,0.0480611009715,-0.660013054912,-0.74971521121,-0.273080824918,0.813219409026,-0.513907633575,-0.17754682524,0.610378083003,-0.771955776347
0,0.0313275644058,-0.843831321553,-0.535693274622,0.0489332608843,-0.664984578415,-0.745252337433,-0.27527811316,0.814400090496,-0.510856587523,-0.182550088289,0.612832187846,-0.768838198066
0,0.0288370340407,-0.847580518595,-0.529882713405,0.0389995771388,-0.675816868248,-0.736037087092,-0.295470571609,0.803197481189,-0.517272604653,-0.187794463159,0.609221908021,-0.770442669116
0,0.030730848314,-0.850453997373,-0.525151038573,0.0379740831336,-0.679773495918,-0.732438368231,-0.290729790861,0.805986912299,-0.515617383249,-0.190331378025,0.594883692345,-0.780952853328
0,0.0283268418486,-0.860198007895,-0.509172836319,0.0358886739669,-0.691776701636,-0.721219105511,-0.293248289086,0.806534070022,-0.513330531765,-0.191562765842,0.59865957576,-0.777759872386
0,0.023584221676,-0.860678112847,-0.508602959639,0.0250781715833,-0.689761561584,-0.723602151372,-0.299693407627,0.808607163183,-0.506298644156,-0.198108600377,0.598426599232,-0.776298001922
0,0.0179086437556,-0.857364383137,-0.514398284413,0.0111330574418,-0.686664114177,-0.726889571623,-0.289955314633,0.807718557742,-0.5133387254,-0.19652122997,0.579767328918,-0.79072703918
0,0.0118329824769,-0.856343705951,-0.516270702058,-0.000593042266776,-0.693349237785,-0.720601472912,-0.28888378332,0.808516241444,-0.512686694831,-0.19724114117,0.579294471911,-0.790894333678
0,0.0169602127268,-0.855413807466,-0.51766743106,0.00420349116066,-0.692945209729,-0.720977993406,-0.282422765558,0.810999696327,-0.512364005422,-0.183564346346,0.585684992824,-0.789479081377
0,0.0146709404216,-0.850985954513,-0.524983493768,0.00641833575863,-0.684290950683,-0.729180841616,-0.272780296778,0.812059249223,-0.515897940916,-0.175802871008,0.591061219276,-0.787235660786
0,0.0184233800422,-0.848454481593,-0.528947607738,0.0212895642334,-0.673209913442,-0.739144888975,-0.254238941381,0.819240109666,-0.514011870874,-0.152990009863,0.60406915291,-0.782109017583
0,0.0414629694073,-0.843865389819,-0.53495048933,0.0454495953454,-0.670485122729,-0.740529563544,-0.225491005905,0.823617569072,-0.520392069666,-0.114361542299,0.614319956757,-0.780725578147
0,0.047433614195,-0.838115626943,-0.543426396229,0.0468141207106,-0.662650869684,-0.747463887428,-0.212763672723,0.833941893341,-0.509188116614,-0.102121625686,0.627329795844,-0.772028821233
0,0.0115130048022,-0.832783247811,-0.55347946022,0.053045908996,-0.650109596274,-0.757986572686,-0.203208729828,0.842569428481,-0.498781485533,-0.0922517206057,0.629581645678,-0.771437989388
0,-0.0226220328338,-0.839921235697,-0.542236628656,0.0270016651806,-0.663002428222,-0.748130129222,-0.207929363294,0.847288644968,-0.488740556929,-0.112670464661,0.629785221396,-0.768554449147
0,-0.0267281036274,-0.851401716507,-0.523832726741,0.0284266081551,-0.677657043475,-0.734828455748,-0.191970800909,0.868585194887,-0.456844580597,-0.10773544227,0.653304091524,-0.74939097838
0,-0.0378831982441,-0.867985620567,-0.49514222783,0.0065985698873,-0.704091040711,-0.710079055646,-0.185975031496,0.881652964246,-0.433706511706,-0.0968279672344,0.661089778348,-0.744032693989
0,-0.0301970496334,-0.889900913186,-0.455153274079,0.00804535116399,-0.737579746434,-0.675212107396,-0.181206839569,0.899612637104,-0.397317485716,-0.0812610126204,0.685639723339,-0.723391192653
0,-0.0162137468334,-0.909191473205,-0.416062470628,-0.00213106149454,-0.766640683104,-0.642072831996,-0.213302942073,0.902616196233,-0.373879468815,-0.0881955988609,0.696969635122,-0.711656422763
0,-0.00413982453833,-0.920598633242,-0.390488179496,-0.00823857667541,-0.79077376018,-0.612053090887,-0.232013385624,0.894670409056,-0.381752076682,-0.0990095400633,0.683534259426,-0.723172197452
